description,pointnumber,datetime,valuetodate,mindate,minvalue,maxdate,maxvalue,avgvalue,choice,temp,holiday
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/18/14 4:59,8041.54834,18-Oct-14 04:54:04:577,7975.856445,18-Oct-14 04:09:05:49,8146.004395,8038.358747,KW,26,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/18/14 5:59,8320.072266,18-Oct-14 05:09:05:93,7918.400391,18-Oct-14 05:57:08:127,8320.072266,8028.929106,KW,26,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/18/14 6:59,8081.840332,18-Oct-14 06:39:05:333,7872.392578,18-Oct-14 06:03:10:297,8365.043945,8163.133487,KW,26,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/18/14 7:59,8699.44043,18-Oct-14 06:57:05:463,8081.840332,18-Oct-14 07:27:05:973,8706.256836,8449.174456,KW,26,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/18/14 8:59,9470.416016,18-Oct-14 08:15:05:19,8656.064453,18-Oct-14 08:57:10:35,9470.416016,8928.858352,KW,27,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/18/14 9:59,9491.18457,18-Oct-14 09:54:08:287,9296.480469,18-Oct-14 09:00:07:163,9850.608398,9661.557013,KW,29,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/18/14 10:59,10194.42481,18-Oct-14 10:09:06:443,9342.816406,18-Oct-14 10:54:08:883,10344.13672,9793.969959,KW,30,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/18/14 11:59,10224.87207,18-Oct-14 11:21:04:623,9844.288086,18-Oct-14 11:39:04:833,10290.13672,10098.48619,KW,31,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/18/14 12:59,10069.12891,18-Oct-14 12:45:06:46,9849.408203,18-Oct-14 12:12:05:74,10610.64063,10277.83701,KW,31,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/18/14 13:59,9992.336914,18-Oct-14 13:36:09:663,9925,18-Oct-14 13:24:10:16,10125.12891,10030.79822,KW,30,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/18/14 14:59,10054.3125,18-Oct-14 14:33:06:46,9613.648438,18-Oct-14 14:51:06:327,10168.09668,9945.98484,KW,31,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/18/14 15:59,9857.112305,18-Oct-14 15:57:04:943,9857.112305,18-Oct-14 15:00:04:59,10149.52051,10036.50716,KW,30,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/18/14 16:59,9768.560547,18-Oct-14 16:06:08:883,9729.624023,18-Oct-14 16:00:07:04,10000,9849.829288,KW,29,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/18/14 17:59,9502.112305,18-Oct-14 17:51:04:727,9494.456055,18-Oct-14 17:03:05:367,9938.18457,9691.9867,KW,27,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/18/14 18:59,9400.320313,18-Oct-14 18:45:07:16,9191.848633,18-Oct-14 18:03:09:287,9507.384766,9359.590867,KW,25,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/18/14 19:59,9962.904297,18-Oct-14 18:57:06:183,9400.320313,18-Oct-14 19:57:08:103,9962.904297,9571.501767,KW,26,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/18/14 20:59,9579.144531,18-Oct-14 20:57:05:47,9579.144531,18-Oct-14 20:09:07:17,9970.760742,9834.252651,KW,26,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/18/14 21:59,9409.160156,18-Oct-14 21:39:07:603,9356.704102,18-Oct-14 21:00:10:457,9581.664063,9458.732561,KW,25,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/18/14 22:59,8826.880859,18-Oct-14 22:54:06:497,8802.696289,18-Oct-14 21:57:05:097,9409.160156,9005.356306,KW,25,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/18/14 23:59,8546.09668,18-Oct-14 23:57:06:057,8546.09668,18-Oct-14 23:00:06:547,8831.152344,8687.51623,KW,25,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/19/14 0:59,8239.720703,19-Oct-14 00:48:06:593,8203.512695,18-Oct-14 23:57:06:057,8546.09668,8367.434849,KW,25,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/19/14 1:59,7955.200195,19-Oct-14 01:57:07:467,7955.200195,19-Oct-14 01:00:09:267,8276.416016,8134.802083,KW,25,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/19/14 2:59,7818.436523,19-Oct-14 02:51:09:9,7795.124512,19-Oct-14 02:09:04:647,8011.504395,7905.700219,KW,25,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/19/14 3:59,7775.18457,19-Oct-14 03:54:06:15,7684.224121,19-Oct-14 03:06:10:037,7910.488281,7839.071568,KW,25,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/19/14 4:59,7710.280273,19-Oct-14 04:45:10:34,7682.448242,19-Oct-14 04:21:05:763,7843.52832,7767.906296,KW,25,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/19/14 5:59,7925.768555,19-Oct-14 05:03:09:987,7610.056152,19-Oct-14 05:57:05:777,7925.768555,7739.884347,KW,25,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/19/14 6:59,7506.272461,19-Oct-14 06:45:06:15,7480.124512,19-Oct-14 06:03:06:197,8092.18457,7772.718657,KW,25,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/19/14 7:59,7711.252441,19-Oct-14 07:00:07:487,7446.700195,19-Oct-14 07:51:06:327,7793.140137,7639.95638,KW,26,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/19/14 8:59,7834.904297,19-Oct-14 08:06:06:197,7646.236328,19-Oct-14 08:51:04:83,7894.864258,7777.311593,KW,28,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/19/14 9:59,8197.316406,19-Oct-14 08:57:04:693,7834.904297,19-Oct-14 09:39:06:717,8198.919922,8048.726074,KW,30,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/19/14 10:59,8187.280273,19-Oct-14 10:45:09:92,7952.20459,19-Oct-14 10:18:08:157,8231.924805,8109.381534,KW,30,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/19/14 11:59,8245.424805,19-Oct-14 10:57:06:46,8187.280273,19-Oct-14 11:51:08:193,8580.384766,8347.968843,KW,31,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/19/14 12:59,8757.424805,19-Oct-14 12:00:07:097,8199.240234,19-Oct-14 12:33:04:133,8832.848633,8569.600818,KW,31,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/19/14 13:59,8418.52832,19-Oct-14 13:48:06:24,8316.280273,10/19/14 13:03,8812.44043,8551.82208,KW,32,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/19/14 14:59,8438.919922,19-Oct-14 14:54:03:263,8271.791992,19-Oct-14 14:18:06:467,8681.624023,8459.354632,KW,31,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/19/14 15:59,8787.543945,19-Oct-14 15:03:05:927,8356.064453,19-Oct-14 15:42:09:677,8891.264648,8646.756929,KW,29,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/19/14 16:59,9011.536133,19-Oct-14 16:03:08:237,8658.048828,19-Oct-14 16:51:06:007,9068.552734,8877.526553,KW,28,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/19/14 17:59,8933.832031,19-Oct-14 17:42:10:147,8785.192383,19-Oct-14 17:03:04:667,9268.344727,8994.707403,KW,28,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/19/14 18:59,9162.264648,19-Oct-14 18:21:03:147,8771.65625,19-Oct-14 18:57:05:607,9162.264648,8878.67885,KW,28,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/19/14 19:59,9451.832031,19-Oct-14 18:57:05:607,9162.264648,19-Oct-14 19:48:05:46,9499.352539,9380.750093,KW,28,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/19/14 20:59,9618.896484,19-Oct-14 19:57:06:47,9451.832031,19-Oct-14 20:33:11:72,9921.264648,9754.823382,KW,28,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/19/14 21:59,9869.360352,19-Oct-14 20:57:06:317,9618.896484,19-Oct-14 21:12:04:597,9915.84082,9800.067662,KW,27,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/19/14 22:59,9518.544922,19-Oct-14 22:42:05:483,9514.128906,19-Oct-14 21:57:05:977,9869.360352,9636.889881,KW,27,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/19/14 23:59,9206.224609,19-Oct-14 23:57:04:873,9206.224609,19-Oct-14 23:39:06:007,9682.896484,9503.64881,KW,27,1
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/20/14 0:59,8771.816406,20-Oct-14 00:57:06:45,8771.816406,19-Oct-14 23:57:04:873,9206.224609,9036.452614,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/20/14 1:59,8493.472656,20-Oct-14 01:57:09:2,8493.472656,20-Oct-14 00:57:06:45,8771.816406,8646.164249,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/20/14 2:59,8279.308594,20-Oct-14 02:45:06:173,8233.208008,20-Oct-14 02:00:10:113,8551.504883,8386.590216,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/20/14 3:59,8055.18457,20-Oct-14 03:57:05:273,8055.18457,20-Oct-14 03:21:06:34,8291.620117,8190.936407,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/20/14 4:59,8270.692383,20-Oct-14 03:57:05:273,8055.18457,20-Oct-14 04:24:08:83,8339.828125,8241.194894,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/20/14 5:59,8566.328125,20-Oct-14 05:36:06:467,8139.008301,20-Oct-14 05:57:06:183,8566.328125,8259.203358,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/20/14 6:59,8887.504883,20-Oct-14 06:42:08:077,8399.3125,20-Oct-14 06:57:05:89,8887.504883,8658.229213,KW,25,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/20/14 7:59,11278.12891,20-Oct-14 06:57:05:89,8887.504883,20-Oct-14 07:57:04:737,11278.12891,10351.47066,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/20/14 8:59,12703.32031,20-Oct-14 07:57:04:737,11278.12891,20-Oct-14 08:45:06:64,12722.72852,12214.22419,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/20/14 9:59,13308.37695,20-Oct-14 08:57:06:473,12703.32031,20-Oct-14 09:57:05:477,13308.37695,13127.66425,KW,30,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/20/14 10:59,13497.09668,20-Oct-14 10:00:05:127,13153.43262,20-Oct-14 10:30:05:043,13795.64844,13535.0346,KW,30,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/20/14 11:59,13805.48828,20-Oct-14 11:15:05:33,13211.17676,20-Oct-14 11:57:04:5,13805.48828,13462.56287,KW,31,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/20/14 12:59,13770.85645,20-Oct-14 12:24:10:037,13103.46484,20-Oct-14 12:51:10:087,13900.43262,13615.71298,KW,32,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/20/14 13:59,13677.35254,20-Oct-14 13:30:04:597,13266.32031,20-Oct-14 13:03:05:393,13872.58496,13517.3298,KW,32,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/20/14 14:59,13858.04102,20-Oct-14 14:03:04:927,13587.34473,20-Oct-14 14:48:09:88,14082.625,13795.72135,KW,32,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/20/14 15:59,13791.71289,20-Oct-14 15:09:04:683,13726.48828,20-Oct-14 15:27:06:077,14083.82422,13899.70052,KW,31,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/20/14 16:59,13918.88086,20-Oct-14 16:27:05:19,13430.46484,20-Oct-14 16:57:08:087,13918.88086,13697.9248,KW,30,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/20/14 17:59,12756.10449,20-Oct-14 17:57:09:837,12756.10449,20-Oct-14 17:09:09:9,14195.97656,13522.88053,KW,30,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/20/14 18:59,12122.92871,20-Oct-14 18:57:05:487,12122.92871,20-Oct-14 18:00:04:883,12867.77637,12438.93006,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/20/14 19:59,12280.76856,20-Oct-14 19:33:07:43,11939.69629,20-Oct-14 19:03:06:517,12318.77637,12156.27832,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/20/14 20:59,11848.2168,20-Oct-14 20:57:06:007,11848.2168,20-Oct-14 20:03:09:983,12324.57617,12118.98884,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/20/14 21:59,11157.19238,20-Oct-14 21:57:06:977,11157.19238,20-Oct-14 21:06:07:217,11924.42481,11600.09515,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/20/14 22:59,10478.12012,20-Oct-14 22:57:04:903,10478.12012,20-Oct-14 21:57:06:977,11157.19238,10777.5506,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/20/14 23:59,9610.44043,20-Oct-14 23:48:06:003,9600.368164,20-Oct-14 22:57:04:903,10478.12012,9997.343704,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/21/14 0:59,9325.064453,21-Oct-14 00:15:06:177,9038.472656,21-Oct-14 00:09:08:14,9639.288086,9439.136486,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/21/14 1:59,8978.240234,21-Oct-14 01:51:06:173,8937.496094,21-Oct-14 00:57:06:157,9325.064453,9099.822545,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/21/14 2:59,8667.304688,21-Oct-14 02:33:04:707,8598.992188,21-Oct-14 01:57:06:457,8978.240234,8722.000419,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/21/14 3:59,8367.280273,21-Oct-14 03:51:08:083,8290.94043,21-Oct-14 02:57:04:727,8667.304688,8486.35905,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/21/14 4:59,8418.84082,21-Oct-14 04:27:06:33,8354.664063,21-Oct-14 04:51:09:847,8506.016602,8420.865979,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/21/14 5:59,8632.583984,21-Oct-14 05:30:04:423,8274.456055,21-Oct-14 05:54:05:507,8667.12793,8438.337798,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/21/14 6:59,9319.592773,21-Oct-14 05:57:06:763,8632.583984,21-Oct-14 06:57:08:297,9319.592773,8867.282692,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/21/14 7:59,11705.97656,21-Oct-14 06:57:08:297,9319.592773,21-Oct-14 07:57:09:75,11705.97656,10687.68666,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/21/14 8:59,12924.45703,21-Oct-14 07:57:09:75,11705.97656,21-Oct-14 08:57:05:883,12924.45703,12546.60445,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/21/14 9:59,13307.40039,21-Oct-14 08:57:05:883,12924.45703,21-Oct-14 09:57:05:497,13307.40039,13151.38858,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/21/14 10:59,13369.88867,21-Oct-14 10:03:07:043,13256.83301,21-Oct-14 10:18:06:477,13627.97656,13381.79032,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/21/14 11:59,13070.18457,21-Oct-14 11:48:08:253,12971.7207,21-Oct-14 11:00:05:197,13396.15234,13203.14653,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/21/14 12:59,13049.7207,21-Oct-14 12:06:07:04,12597.71289,21-Oct-14 12:00:04:073,13295.0166,12966.64867,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/21/14 13:59,13190.10449,21-Oct-14 12:57:08:437,13049.7207,21-Oct-14 13:27:08:32,13344.93652,13212.7454,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/21/14 14:59,13507.48828,21-Oct-14 14:42:06:463,13091.74414,21-Oct-14 14:57:11:157,13507.48828,13223.57189,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/21/14 15:59,13163.28906,21-Oct-14 15:48:04:673,13117.9043,21-Oct-14 14:57:11:157,13507.48828,13308.18499,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/21/14 16:59,13342.28906,21-Oct-14 16:00:05:897,12991.04102,21-Oct-14 16:21:04:863,13362.20898,13192.81678,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/21/14 17:59,12441.07227,21-Oct-14 17:45:06:777,12229.22461,21-Oct-14 17:03:06:907,13647.3291,12920.41588,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/21/14 18:59,11781.625,21-Oct-14 18:45:04:657,11657.52051,21-Oct-14 17:57:07:217,12441.07227,12044.20057,KW,25,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/21/14 19:59,11569.20898,21-Oct-14 19:54:08:993,11538.89648,21-Oct-14 19:18:09:06,12015.96094,11771.33896,KW,25,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/21/14 20:59,11168.66406,21-Oct-14 20:57:10:44,11168.66406,21-Oct-14 20:15:03:687,11832.15234,11545.69573,KW,25,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/21/14 21:59,10628.06445,21-Oct-14 21:54:09:873,10559.74414,21-Oct-14 21:00:09:137,11233.76074,10976.84389,KW,25,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/21/14 22:59,9693.168945,21-Oct-14 22:57:05:187,9693.168945,21-Oct-14 21:57:05:95,10628.06445,10135.36165,KW,25,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/21/14 23:59,9091.120117,21-Oct-14 23:57:05:457,9091.120117,21-Oct-14 22:57:05:187,9693.168945,9463.18564,KW,25,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/22/14 0:59,8919.160156,22-Oct-14 00:27:10:16,8851.888672,22-Oct-14 00:00:07:243,9143.240234,8989.030087,KW,25,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/22/14 1:59,8530.320313,22-Oct-14 01:51:05:867,8490.768555,22-Oct-14 00:57:10:247,8919.160156,8649.499674,KW,25,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/22/14 2:59,8256.116211,22-Oct-14 02:51:06:18,8220.96875,22-Oct-14 01:57:05:803,8530.320313,8356.963356,KW,25,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/22/14 3:59,8095.236328,22-Oct-14 03:06:06:41,8090.532227,22-Oct-14 03:18:05:807,8274.256836,8182.45259,KW,25,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/22/14 4:59,8010.04834,22-Oct-14 04:48:05:083,7951.752441,22-Oct-14 04:00:06:02,8134.63623,8049.381464,KW,25,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/22/14 5:59,8225.816406,22-Oct-14 05:36:11:573,7896.732422,22-Oct-14 05:57:05:97,8225.816406,7997.098493,KW,25,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/22/14 6:59,7995.712402,22-Oct-14 06:36:04:087,7731.196289,22-Oct-14 06:09:10:047,8495.592773,8111.989002,KW,25,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/22/14 7:59,8413.624023,22-Oct-14 07:00:11:007,7895.936523,22-Oct-14 07:57:07:413,8413.624023,8162.992141,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/22/14 8:59,8764.696289,22-Oct-14 08:24:05:167,8409.816406,22-Oct-14 08:54:04:52,8917.824219,8584.81636,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/22/14 9:59,8992.008789,22-Oct-14 09:00:10:027,8687.560547,22-Oct-14 09:48:05:987,9090.648438,8925.044271,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/22/14 10:59,9240.208008,22-Oct-14 09:57:04:797,8992.008789,10/22/14 10:57,9240.208008,9067.668201,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/22/14 11:59,9257.496094,22-Oct-14 11:03:10:387,9119.264648,22-Oct-14 11:36:07:08,9413.800781,9255.817522,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/22/14 12:59,9281.400391,22-Oct-14 12:21:05:853,9224.65625,22-Oct-14 12:45:09:137,9444.560547,9316.202288,KW,25,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/22/14 13:59,9377.84082,22-Oct-14 13:30:04:933,9205.680664,22-Oct-14 13:51:08:33,9432.856445,9330.469076,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/22/14 14:59,9044.864258,22-Oct-14 14:57:07:12,9044.864258,22-Oct-14 14:03:07:197,9399.464844,9214.727307,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/22/14 15:59,9146.368164,22-Oct-14 14:57:07:12,9044.864258,22-Oct-14 15:51:04:157,9295.288086,9143.577567,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/22/14 16:59,9337.280273,22-Oct-14 16:24:10:133,9034.984375,22-Oct-14 16:54:07:147,9429.120117,9142.536737,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/22/14 17:59,9389.248047,22-Oct-14 17:54:05:12,9314.456055,22-Oct-14 17:24:06:203,9626.664063,9488.23963,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/22/14 18:59,9438.608398,22-Oct-14 18:42:06:18,9210.032227,22-Oct-14 18:00:07:09,9469.128906,9381.339518,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/22/14 19:59,9978.728516,22-Oct-14 19:06:10:213,9393.75293,22-Oct-14 19:57:06:18,9978.728516,9621.051944,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/22/14 20:59,9822.864258,22-Oct-14 20:51:04:263,9683.616211,22-Oct-14 20:15:05:953,10080.77637,9903.38072,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/22/14 21:59,9663.072266,22-Oct-14 21:48:06:02,9603.264648,22-Oct-14 21:21:13:133,9861.78418,9734.686105,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/22/14 22:59,9305.328125,22-Oct-14 22:45:05:047,9239.712891,22-Oct-14 21:57:05:843,9663.072266,9459.938756,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/22/14 23:59,8932.496094,22-Oct-14 23:57:08:237,8932.496094,22-Oct-14 23:27:07:493,9413.080078,9222.287249,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/23/14 0:59,8689.368164,23-Oct-14 00:57:10:517,8689.368164,23-Oct-14 00:03:06:49,9024.992188,8900.854818,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/23/14 1:59,8468.959961,23-Oct-14 01:54:06:22,8445.352539,23-Oct-14 01:03:06:243,8736.264648,8607.3976,KW,25,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/23/14 2:59,8185.000488,23-Oct-14 02:45:05:87,8161.080566,23-Oct-14 01:57:04:607,8468.959961,8334.680804,KW,25,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/23/14 3:59,8108.928223,23-Oct-14 03:48:06:817,8067.376465,23-Oct-14 03:00:06:24,8256.196289,8144.148786,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/23/14 4:59,8062.388184,23-Oct-14 04:30:04:427,7972.128418,23-Oct-14 04:09:06:597,8167.132324,8057.16776,KW,25,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/23/14 5:59,8373.768555,23-Oct-14 05:30:06:457,7958.384277,23-Oct-14 05:57:05:833,8373.768555,8061.348214,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/23/14 6:59,8715.016602,23-Oct-14 06:33:10:463,8221.368164,23-Oct-14 06:57:06:71,8715.016602,8433.911923,KW,25,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/23/14 7:59,11244.12012,23-Oct-14 06:57:06:71,8715.016602,23-Oct-14 07:57:07:243,11244.12012,10264.08394,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/23/14 8:59,12526.71289,23-Oct-14 07:57:07:243,11244.12012,23-Oct-14 08:51:09:443,12590.7207,12225.17164,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/23/14 9:59,12910.28027,23-Oct-14 08:57:06:48,12526.71289,23-Oct-14 09:42:06:16,13096.00879,12870.58701,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/23/14 10:59,13560.13672,23-Oct-14 10:12:07:23,12838.69629,23-Oct-14 10:48:04:603,13717.57617,13228.37086,KW,30,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/23/14 11:59,13141.85645,23-Oct-14 11:45:08:017,12970.46484,23-Oct-14 11:03:06:503,13627.23242,13264.65964,KW,30,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/23/14 12:59,13479.07227,23-Oct-14 12:21:05:967,12716.625,23-Oct-14 12:57:09:893,13479.07227,13045.03795,KW,32,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/23/14 13:59,13332.24023,23-Oct-14 13:06:04:333,12845.59277,23-Oct-14 12:57:09:893,13479.07227,13187.64444,KW,32,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/23/14 14:59,13353.53711,23-Oct-14 14:09:10:79,13137.82422,23-Oct-14 14:51:05:28,13437.52051,13332.84631,KW,32,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/23/14 15:59,13355.13672,23-Oct-14 15:42:10:123,13345.12891,23-Oct-14 15:54:06:133,13551.44824,13426.23833,KW,32,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/23/14 16:59,13279.86426,23-Oct-14 16:27:04:933,13158.95215,23-Oct-14 16:03:06:613,13454.9209,13306.9887,KW,31,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/23/14 17:59,12796.9209,23-Oct-14 17:54:04:813,12710.06445,23-Oct-14 17:18:08:467,13522.07227,13138.87523,KW,31,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/23/14 18:59,12101.96875,23-Oct-14 18:42:09:46,11916.95215,23-Oct-14 17:57:05:85,12796.9209,12284.94113,KW,30,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/23/14 19:59,12147.71289,23-Oct-14 19:30:09:32,11930.59277,23-Oct-14 19:27:05:067,12311.2002,12153.53664,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/23/14 20:59,11765.35254,23-Oct-14 20:57:09:917,11765.35254,23-Oct-14 20:06:06:21,12321.00879,12058.22387,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/23/14 21:59,11070.75293,23-Oct-14 21:57:07:11,11070.75293,23-Oct-14 20:57:09:917,11765.35254,11438.63374,KW,27,0
